Identifier,District,Municipality/Union,Ward Number,Latitude,Longitude,Name of Household,"What is the total number of household members, including yourself?",Water Service Level,Main source of drinking water,Main source of water for other purposes,Specific Location of Water Collection,Time to Collect Water,Times in Last Month When Drinking Water Quantity Was Insufficient,Fecal and Chemical Levels Acceptable,Sanitation Service Level,Type of Toilet Facility,Facility is shared with others outside of the household,Location of sanitation facility,Emptying of on-site sanitation facilities,Disposal of excreta from onite sanitation facilities,Hygiene Service Ladder,Type of Handwashing Facility Used Most Often,Water Available at Handwashing Facility,Soap Available
t1a4-7u7t-aq0s,Satkhira,Agardari,3,22.76949122,89.01388091,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
7exc-vqmv-cstq,Satkhira,Agardari,3,22.76816412,89.01193166,,6,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
g3tu-t4t0-th6k,Satkhira,Jhaudanga Union,8,22.77350158,89.05131803,,6,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own dwelling,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
vt33-2hms-ssqp,Satkhira,Agardari,3,22.76792798,89.01300792,,7,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own dwelling,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
h9k6-xr56-yy7p,Satkhira,Agardari,5,22.77542432,89.03285263,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
rhga-jfa0-cbgf,Satkhira,Agardari,3,22.7679755,89.01511187,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
5n89-arqe-cj0j,Satkhira,Agardari,5,22.78247174,89.03185685,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,Yes,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
pse0-eu4j-t310,Satkhira,Jhaudanga Union,8,22.77887491,89.04802213,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
vspq-1bfu-w97e,Satkhira,Agardari,3,22.76973856,89.01627601,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
dvc8-ugd7-ppnt,Satkhira,Agardari,5,22.78484871,89.03098722,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
gkav-c72v-rgca,Satkhira,Jhaudanga Union,8,22.77879258,89.04307539,,2,Unimproved,Bottled water,"Surface water (river, pond, canal)",Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,Yes,In own dwelling,Don't know,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
3mj8-edq3-hyj2,Satkhira,Agardari,5,22.78891787,89.0304353,,2,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
gsmr-gnbb-mnm1,Satkhira,Agardari,3,22.77277731,89.01674245,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Limited,Toilet that flush/pour to pit latrine,Yes,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
3w5s-us07-ypf1,Satkhira,Jhaudanga Union,8,22.77924527,89.04531068,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
udpk-aqcq-rfsg,Satkhira,Agardari,5,22.77168788,89.02559216,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
mnqt-fwwg-pdn0,Satkhira,Agardari,5,22.79229425,89.02760972,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,Yes,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
85w3-u4vs-1yka,Satkhira,Jhaudanga Union,8,22.77729209,89.04570999,,4,Unimproved,Bottled water,"Surface water (river, pond, canal)",Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
w6wc-ubpa-79eh,Satkhira,Agardari,5,22.77065705,89.02787334,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
puwg-4csu-850t,Satkhira,Agardari,5,22.79459124,89.02768766,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
8k52-0pc4-bqwf,Satkhira,Agardari,5,22.7707896,89.03082307,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
u0xd-1m08-j36f,Barguna,Betagi Municipality,3,22.41241124,90.17213861,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
5uth-m0nr-juj8,Barguna,Betagi Municipality,3,22.41113874,90.17235726,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
5hw7-r3xb-hj59,Barguna,Betagi Municipality,3,22.40966998,90.17904484,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
p1f1-kj7e-v5pq,Barguna,Betagi Municipality,3,22.40914912,90.17921792,,3,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own plot/yard,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
a8dm-dq37-bxst,Barguna,Betagi Municipality,3,22.40903197,90.17989209,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Limited,Pit latrine with slab,Yes,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
dpy4-nstq-r2st,Barguna,Betagi Municipality,3,22.40843652,90.17116293,,7,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
qbns-65qm-2jt7,Barguna,Betagi Municipality,3,22.40832668,90.17134438,,4,Safely Managed,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Not Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own dwelling,No,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
n5qa-56jw-16rm,Barguna,Betagi Municipality,3,22.40785048,90.17272202,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Not Sufficient,Not Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
v477-gt0c-711s,Barguna,Betagi Municipality,3,22.40837764,90.17212792,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
gc74-714j-rme9,Barguna,Betagi Municipality,3,22.40889265,90.17168743,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
3y1w-aw99-tedm,Satkhira,Agardari,5,22.76948993,89.03134931,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
sb4u-8vme-nftu,Satkhira,Jhaudanga Union,8,22.77967492,89.03938806,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own dwelling,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
jvu3-p1et-2b2e,Satkhira,Agardari,5,22.79829258,89.02571853,,4,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Not Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
fcga-20cw-wph6,Satkhira,Agardari,5,22.76777537,89.03063673,,7,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,Yes,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
sdbr-nxby-wxhv,Satkhira,Jhaudanga Union,8,22.78025202,89.04225888,,3,Limited,Piped water to yard/plot,,More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
vae2-r1dw-emn0,Satkhira,Agardari,5,22.79945007,89.02076875,,4,Limited,Deep tubewell/borehole,,More than 500 meters/1600 feet,More than 30 minutes,Not Sufficient,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
5wes-0x3c-wyux,Satkhira,Jhaudanga Union,8,22.77500618,89.04335092,,5,Unimproved,Bottled water,"Surface water (river, pond, canal)",More than 500 meters/1600 feet,More than 30 minutes,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
kejm-x5xx-k5hw,Satkhira,Agardari,5,22.76520599,89.02633744,,5,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
h1rb-s6st-xx9a,Satkhira,Jhaudanga Union,8,22.77705433,89.04062273,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Pit latrine without slab/open pit,Yes,In own plot/yard,No,,No Facility,No handwashing place available in dwelling/plot/yard,,
d8af-q7ub-3g9j,Satkhira,Agardari,5,22.80010368,89.01613798,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own dwelling,,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
w5yf-behh-6952,Satkhira,Agardari,5,22.76918697,89.02677715,,5,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Unimproved,Toilet that flush/pour to elsewhere,No,In own plot/yard,,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
r6np-k4ds-eukn,Satkhira,Agardari,5,22.79076806,89.02420591,,3,Basic,Deep tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,Yes,,Limited,Fixed facility observed in plot/yard,Water is available,Soap is not available
a2cb-sp2f-q3mw,Satkhira,Agardari,5,22.76836399,89.02917129,,4,Basic,Shallow tubewell/borehole,,Less than 150 meters/500 feet,Less than 30 minutes,Sufficient,Contaminated,Safely Managed,Toilet that flush/pour to pit latrine,No,In own plot/yard,No,,Basic,Fixed facility observed in plot/yard,Water is available,Soap Available
rjt5-g8k9-d71q,Satkhira,Shatkhira Municipality,3,22.69894745,89.08325157,,4,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Don't Know,Contaminated,Basic,Toilet that flush/pour to flush piped sewer system,No,In own plot/yard,,,No Facility,No handwashing place available in dwelling/plot/yard,,
e822-1x8j-je2a,Satkhira,Shatkhira Municipality,3,22.69847988,89.08463005,,3,Basic,Shallow tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
cfr9-n9gk-x3s9,Barguna,Betagi Municipality,3,22.40893798,90.17051638,,2,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Ventilated Improved Pit latrine (VIP),No,In own dwelling,No,,Basic,Fixed facility observed in dwelling,Water is available,Soap Available
vbvy-mdtf-9hc3,Barguna,Betagi Municipality,3,22.40364691,90.17884119,,6,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
fn9a-aag5-m0dk,Barguna,Betagi Municipality,3,22.40319477,90.17857883,,4,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Not Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own plot/yard,Yes,,Basic,"Mobile object observed (bucket, jug, kettle)",Water is available,Soap Available
smj8-9udd-ywxq,Barguna,Betagi Municipality,3,22.40301048,90.17596864,,3,Basic,Deep tubewell/borehole,,Water is located within the premises,Water is located on the premises,Sufficient,Contaminated,Safely Managed,Pit latrine with slab,No,In own dwelling,Yes,,No Facility,No handwashing place available in dwelling/plot/yard,,
